,Rating,Title,Review,Review_Date
105,5.0,Super mobile,,15 March 2022
106,3.0,Issue with Speaker during calling,"Product service at Oneplus store is not good. After just 20 days since I bought I had an issue in speaker during calling (voice interrupt in upper speaker) when i reached the service center it worked there, so they didn't accept my service request on that day, again i faced the same issue so next day again i went to service center and spoke to service engineer there reg. issue so he checked phone, even he didn't knew how the issue is occurring, so finally they  they considered my service req. and deposited my phone now its more than 2 days, imagine u paid Rs.25K and have to keeping roaming to service center that to just within 20 days!so finally they said, they will check and let me know, but i asked them to provide replacement and now its more than 2 days since  i submitted my phone and they didn't responded yet.",27 April 2022
107,1.0,Screen issues,The phones look is outstanding but remember we don’t invest 25k just for that…the screen went off with in 40 days  of usage and when I sent it to the service centre (located somewhere in Bengaluru through the repair request placed on oneplus care app)..I received a call after  7 days saying that the screen has an internal damage..amazingly none of us can see any damage from outside still they kept on buzzing that the screen is damaged internally coz of some external pressure and hence no warranty cover and gave me an estimation of Rs.6872 for repair of screen…imagine..all this just after a 40day usage of phone…customer care and service centre guys are humble in explaining everything but I  really really hate this brand from now on….DONT FALL FOR THE CLAIMS Like SLIMMEST MODEL BLAH BLAH…WASTE OF MONEY PURE WASTE..be wise and choose a reliable brand or phone,19 April 2022
108,4.0,Oneplus,"Camera quality of phone is very good.It's light weight, nicely designed.Back cover, is provided with the phone.THE ONLY THING ANNOYING ME IS THE PHONE IS GETTING HEATED WHILE TAKING FOR MORE THE 7-8 MINUTES. FOR ME THATS THE AREA OF CONCERN.CAN #AMAZONE @ONEPLUS TEAM HELP ME OUT IF THIS???",1 March 2022
109,5.0,The OnePlus Experience.,"OnePlus kinda pulled this one out by a miracle.So the reason for this statement is because it feels too good to be true on the surface and if you are someone like me then there's a high chance you have watched every review of this phone already so lets see what we find :The build is like a Flagship, no issues and really well built feel in-hand. retains the audio jack on the sacrifice of the mute switch on the side but personally not a very big thing in usage at all. single speaker but loud like real loud. Type C with fast charging that charges the phone upto 70 in the first 20 mins then another 10-15 mins to reach 100 (that's like real fast for a charger guys). OS is the best side of this, default oxygen os with enough customization and do note that i was a Nova Launcher user so having an stock launcher that too on my daily driver means this thing rocks! . Performance is really good, easily beats any competition out there, no heating issues or battery drain issues or lag, had the best BGMI experience yet (Smooth+Extreme with constant 60FPS) thats really good and also good enough for any game you plan to play on the device. Cameras are a mix of the camera you would expect with a little more and for the price range they are great :)overall if you ask me (i got this phone for 17k) its a really great phone and you should just go with it, the best phone in the budget segment Period.",10 April 2022
110,4.0,Overall a good mid range phone by one plus.,Battery 🔋 life in average but takes very less time to recharge so it is okay. Camera is better than other phones of this range. Display is smooth and processor is as expected by one plus. I have previously used one plus 3T for 4 years. Definitely the quality of one plus phones is still up to mark. The only thing I didn't like is mirror back of phone as now a days better looking phones are available.,18 April 2022
111,4.0,Value for money phone but not happy with battery backup,"I have recently bought this phone 2 days back and I have exchanged my redmi note 7s for this which I was using for past 3 years,the exchange process was smooth and the delivery agent was helpful and very patient.Coming to the model,I m first time OnePlus user but people in my family were using OnePlus earlier, the camera quality and refresh rate is good I'm only disappointed by battery backup the phone charges in 15mins but at night when I sleep I switch off internet connection and the phone is on battery saver mode still phone lost 10% battery this is very disappointing that when I'm not even using it and the phone is new then why this is happening.",11 May 2022
112,5.0,Battery life: i charge the phone once a day.,"Camera is okayish, although the night mode and slow mo is quite cool, battery life is very long after long screen hour, lasts almost 24 hours (for me), in hand feeling is quite good, only the ringer button is absent and i literally could not figure yet how to make my phone in silent, it only switches between ring and vibrate. Otherwise till now good experience. Lookwise also it's really classy,.",1 April 2022
113,3.0,Average phone,I have used the phone more than 4 months. Battery backup is not up to the mark. Intially the battery gets charged very quickly but now it takes time to get charged. Camera quality is average and in low light it is worst. Not expected from one plus.  Touch is also average. Display is also average. One thing I would say this phone looks very beautiful and better than Samsung phones of this budget. Overall it's an average phone.,11 June 2022
114,3.0,Its very delicate!!,"I have no point of comparison except for my older oppo A83(2018) model. Thats an older model and yet very much better than the new ONE PLUS.  I should have gone for an Oppo newer model as replacement but wanted to try this.15 days after my purchase,  the phone fell down from a high table, maybe about 4-4.5 feet high and the screen broke.Now I have to shell another 8k to get it replaced. While at store, I met three other people who had come for screen replacement too as theirs also broke.  One guy was coming to get it replaced 2nd time.If you do however plan to purchase the phone,  go for a wallet style cover, because I dont think this phone can take any other type of case.My phone was in an open case provided by ONE PLUS and screen was covered with gorilla glass.My oppo falls down on an average 2-3 times a day,  and have had no issues in the past 3 years.... Except for the fact that the memory has become too less for me to accomodate all the apps,  I would have stuck to my oppo.Overall for a brand like ONE PLUS,  I expected better.😞 DISAPPOINTED!!!PROS : The fast charger is really awesome.  30 mins charges it to full. Thats the only feature I love about it.",13 April 2022
115,5.0,Flagship Beast at a great great price!,Pros: 1) Premium Looks2) SuperVOOC Fast Charging is really Fast. Charges within half an hour. Great Battery Backup.3) Great Cam4) Awesome Display5) On Screen Fingerprint Sensor is fast.6) Seamless UICons: 1) Gaming is good but I believe could have better at this price point owing to Dimensity Processor upgrade.2) Camera is good but not as per One Plus Standards.Miscellaneous:1) Free Silicon Back Cover2) Red Cable Membership with 3 months extended warranty and 3 months Spotify Premium.,27 March 2022
116,3.0,Camera is not upto the mark,"Camera quality.I bought OnePlus Nord ce 2 5g 2 days back and found that cam is worst than a mobile under 10k. I raised an support request and meanwhile have done factory reset to handover to Amazon. I'm not sure how but factory reset has resolved the cam issue but the technician didn't visit Instead he called me and guided me to install a software and said the product is good and closed the request. Not satisfied with the support and what if my cam shows up same issue. I feel replacement/refund should be done, as this will not be possible after 2/3 days for my order.",12 May 2022
117,3.0,Memory card not support on slot,"It's nice mobile but the features it's shown about dedicated simcard slot is totally faild i hv insert 2 sim n micro sd card but after half or 1 hour sd card is got invisible,it's not showing on file manager , i did complaint against it n i got replacement too but the problem is same means it's failed on this, i have taken this mobile because of this feature only  n m totally disappointed",25 March 2022
118,5.0,Value For Money,"I wanted to gift a fone to my parents, after a research of almost 20 days I ended up taking 2 mobiles of this Nord 2 5g...1) User friendly interface, specially for elder ones.2) Battery is long lasting3) Fingerprint senser is fast enough.4) The camera is satisfactory.5) Sound quality is wonderful.Overall the fone is worth the money.",3 June 2022
119,4.0,That's perfect to me :),As mentioned in other reviews this phone indeed has decent camera quality compared to other phones in this budget band. But I found other features that are unique to this phone mentioned below.1.  NFC ( I know small feature but no other phone includes this one under 25K)2.  65W Charging3.  Wi-Fi 64.  Wi-Fi Tethering5.  LDAC Codec supportedand trust me Bahamas Blue color is awesome!!!,16 April 2022
120,1.0,Worst phone. Display still not available. Very bad experience from Bhopal service centre.,Worst phone. There is problem in my display ( Green line occured in my phone display ). Display is blurring when I used the phone phone just 2 to 3 days of delivery. Then i contacted to OnePlus customer care and they are saying the software updating issue. Then on 30/05/2022 the green line occured in display. I think my 24999 money is wasted. Service centre par display bhi available nhi hai.,18 March 2022
121,1.0,"Brand Only , other wise nothing more","1.After one month use my genuine review,this is my fourth phone in my lifeI am not comapare but,my bad experience OnePlus, if you want brand phone you buy it, otherwise don't buy itPlease go through other brand in this price segment have a more flagshipBattery not goodTouch is slowCamara is poor qualityNo extra featuresOnly one thing is good zEn mode",16 March 2022
122,4.0,Value for money,"Pros:1. One plus mobile in range of 25k2. Resolved some bugs that was in Nord 2.3. Sound is good and much loud.4. Charging is fast, just need 25-30 mins for 0-100%5. Display is much bright and full HD.6. Dedicated Sim Slot to extend ROM7. Performance is smooth even heavy games and applications is installed.Cons:1. Camera is not that good as expected from ONE+ , photos in dark are good but not satisfied. If we zoom images, pixels get scattered and image quality falls.2. Screen Lock fingerprint sometimes does not recognize quickly and shows wrong finger error.3. Android OS is still 11, It should be current OS.",1 March 2022
123,5.0,Awesome product,1. Sound quality is good2. Slim and light weight3. Cam is best4. Charging speed is awesomeBad is1. Slider is Missing2. Dolby speaker3. Wireless charging,26 February 2022
124,5.0,Nice product,Good working fingerprint and face lock. battery charger only 20 to 25 min.,7 March 2022
125,4.0,"It's a decent phone in its class , more likely a non OnePlus in OnePlus shell","It's a decent phone in its class but you get better options in same price in the market . The wide angel camera is not that good. No zoom option in 64 mp camera mode. Didn't like the slow-motion video . Macro shot is not great to work with . Battery drains quite quickly in normal usage in a day. Speaker sound is not that good. Display lacks vivid colours as the Samsung display is way better in 15k budget phones if you ask me .Pros.1: 3.5mm jack port that was missing previously2: currently the cheapest OnePlus. so , it's affordable.3: decent camera in the class but not the best.",8 March 2022
126,1.0,Pathetic,"I have been using one plus since one plus 1, and last one phone I was using was one plus 6t, I purchased this phone as it was cheap and one plus was giving almost everything thing in it, but to my surprise, it is nothing like one plus. There is lot of connectivity issue in this ph, wifi doesn't works, u cannot talk on ph as u  cannot here the other person, Bluetooth not working, camera is below average, battery draining very fast.. very much disappointed. Will not recommend this phone.",22 March 2022
127,3.0,Could have been better,"For those who have used phones with 6000mAh batteries, the One Plus with a 4500mAh battery would look a bit much insufficient.Colour (Bahamas Blue) with a glass back is something that makes the phone eye catching.It’s light weight is another feature that makes the phone handling quite easy.Word or Excel cannot be opened directly from WhatsApp , I guess a package needs to be installed.The glass surface makes sliding and gliding thru the pages a very comfortable experience.Overall a few additional features and a min 5000 mAh battery would have made this phone worth the buy.",8 April 2022
128,1.0,"Cheaters, send me defective piece and now not replacing it","Friends don't go for it especially from Amazon, i got defective handset which was having pixels and hardware issues, technician of Amazon also said it's can't be rectified, since 15th April inam following for replacement or refund and both these Amazon and OnePlus not paying any heed my 25000 which i have upfront is stuck, so better but from retial outlet",19 April 2022
129,3.0,Not worthy at such a high price,"The Phone is definatly good, but price is a bit high. no doubt its oneplus, and oneplus give a robust hardware which can run upto 3-4 years without any problem.My Criteria -5G - no need till 2023, let 5G network launch first.Charging/battery - 65w charger, best in segment.Proccessor - Mediatek, better if it was Snapdragon. (I compromise)Screen - Amoled.Camera - Not good (feels like I got scam)Features -Camera - camera is not good, it produce whitish pictures, Oneplus please update the software.Battery - Good, with fast chargingDesign - Its very handy phone with standard size.Processor - Its mediatek , better if it was snapdragonOverall - Camera is not good, may be in next software update camera will be fine.you can find better options in market. refer to the criteria above and make your decision.",7 March 2022
130,4.0,Ok,"Overall, this is slightly ‘above average’ phone.Camera is average.Battery is below average.Charging is excellent.Software is excellent.Display is just average.",13 March 2022
131,4.0,I think best phone under 25000,"I bought it for my father, who is an average user with only using phone for calling, reading news, watching youtube, messaging..Just common stuff.Not gaming.So I opted this over Samsung(Which was the priority;A52s) because this has an headphone jack, good speaker,90 hz oled screen, clean and smooth software and good processor.(Same features in A52s but 6000 cheaper).And he didn't even have a complaint till now.So I am summarizingPros:Excellent Screen-90 Hz oledGood & Clean software-Oxygen OS 11Loud speaker- Eventhough monoSuper Fast charging-65 WAbove average battery performanceGood processing-Dimensity 900Better Haptics than SamsungCons:Below average camera-Eventhough the outcome is very sharp and detailed, the colouring and skin tone is very bad.Need big improvements through software update.If your first priority is camera look for samsung,10x better photos and dynamic rangeSo consider all this I have mentioned before buying.",10 June 2022
132,2.0,Bad product. Has heating issues,"I have ordered this item after doing lot of research for a good phone within my 25k budget. I am not so camera enthusiastic, gaming and chatting person and needed some good phone within my budget meeting my basic expecations like good battery backup, latest Android OS, touch, UI, screen size, weight, call recording options etc..And I have heard lot of good impressions on the OnePlus phones from past.But I am very disappointed by ordering this item as it had some heating issues. The phone heats so fast while charging and using it for continoisly 15-20 mins. I had to return this item after calling customer care and inspecting the phone by installing mInspect app as they found some problem with charging. If you are fine with heating issues then go ahead buying this product .As I am not so camera enthusiastic person I could not judge much on the camera front. But could take some decent pictures with good image clarity. Also could not check much on the battery as it had heating issues.But touch sensitivity is all good and a good phone which meets your basic expectation within 25k.One plus could have given more focus on resolving the heating issues for this type of flagship phone. And its light weight phone (173 gm) which is easy to carry and handle. Screen size (6.43 inches) is also standard which is enough for viewing videos and chatting. Overall if you are fine with heating issues then its a good option within 25k budget.",28 May 2022
133,1.0,Specially Not for camera lovers and gamers,-Camera quality is worst. Any china phone can beat it's quality.-Talking about gaming it heats up.-Not good for video callsDid not expect this from one plus- proximity sensor issue. Phone gets muted while talking due to sensor issue.- phone call is answered when in pocket. No pocket mode optionWorst phone ever,24 April 2022
134,2.0,Superb phone,its a superb phone ..i had few problems in mine.. FRONT camera was the main problem ...its shows errors in some application too like G play...I WOULD LOVE TO HAVE REPLACEMENT BUT seller didn't let that happen .. so getting mine refund,1 March 2022
135,4.0,OnePlus is really One two three Plus awesome go for it👍,I am first time user of OnePlus mobile i bought this mobile on 1 May 2022 this is 3rd day I did not find any issue like heating or battery getting darinout soon I am not gamer still the phone is really awesome i would  really want to give geniune feedback.Oneplus Nord CE 2 is awesome phone. Before using OnePlus I have used Vivo 11 pro which is also one my best because of its 25mpix camera fast charging and battery life.Below are my ratings as per usagesFinger print reader 4/5Screen display 4/5Selfie camera 3/5Front main camera 4/5Battery life 4/5Phone body 4/5No phone heating issue,3 May 2022
136,2.0,Not a value for money item,"Was having high expectations while buying. I own a Samsung S20 FE 5G and this OnePlus Nord CE2 was bought as a gift for mom. I should say that I was disappointed. There is a slight lag issue(many already reported, which I ignored while buying).Another thing I noticed is that, the call recording feature is hectic. Like the new phones, it starts the recording after the voice warning. But my S20 FE doesn't warn like this.Another thing is, the auto call recording can be enabled for all non-saved numbers, but for contacts saved in your phone, you would have to manually add them one by one to the list so that auto-recording would happen. That's the most stupid thing. Because most of us would have 1000s of contacts. And adding them one by one to the list for auto-call recording is a tedious task.Another issue is, the camera is way too below average. Expected a better camera from this phone.And I initially noticed some heating issue on the screen side.One advantage is that, the weight is less. So carrying it or using it with your hands won't be a headache.",20 June 2022
137,5.0,very nice smartphone used 15 days and reviewed,i am using this phone from last 15 days the performance that i got is osam fantastic i loved it my 25k worth it also a good quality of fingerprint sensor a camera quality somewhat ok according to price and also display is best in the segment we can see that oneplus is growing beacuse of its best affordable and featured smartfones best i loved it.,29 March 2022
138,4.0,Worth of money,I am writing this review after using the phone for a week. The phone and it's performance is awesome camera is also gud there are many hidden features which needs to be searched in YouTube or Google. The charging speed is very good. I have rated 4 stars only bcoz of battery life is not upto mark of we use the phone regularly battery wil last long for one day. Over all in this budget it's an good phone to buy.,19 April 2022
139,2.0,"Not good quality phone , hanging problem","This is my first one plus phone, very much disappointed .Hanging proboem is happening very frequently , i am not this phone for gaming as i never play game. Just using for talking , see video , whatsup . It used hang when i want to make phone call and i need to wait for some time it come back.Sound quality is very bad, not hearig properly . Having blue tooth problem ,I purchased this phone for 24k , high end versionIf some one give 15 k for this phone , i happily give them. As i purchased this phone for 24k i need to live with this atleaset for 1 year , my worst time it is .",19 March 2022
140,4.0,Good Phone with this price.,"This is for the people who want to go with a stable brand.If you want to buy iPhone 11 but due to budget constraints you are not able to buy then this is the phone which is handy to use does all the necessary work, and captures great images. The looks are awesome but the plastic back panel disappointing it could be glass. The good thing is you get one plus stickers and a plastic back cover with damage protection (the design of the back cover in a way that it protects your mobile glass from the damage the corners are edgy) so you don't need to buy it with extra cost. Just go for it I bought it for 23999. Very smooth and slick handset. It's not grey...complete mirror but with a black tone. silver you can consider. light weight.",31 May 2022
141,3.0,This phone has Contact search issue and Call recording issue,"I experienced a problem in searching for a phone, no if you stored a no with +91 then this will not search with +91, not working well in comparison to Samsung, this phone is using basic Google android software.Also while using the call recording feature it always gives a warning to another person ""this call is being recorded"" so waste.Otherwise, this phone is working well...",5 March 2022
142,1.0,"Exchange product also should be ""peti pack""","Do not exchange your mobile.I have purchased Nord CE with in exchange of Nokia 6.1 plus for Rs 3250/-.At the time of delivery, delivery boy rejected saying there is scratches on side panel & it has dents.After use of 3.6 year how can there will be no scratches or dents.There was no diagnosis done at the time of exchange. Neither they have any other option which help's them to pace correct price & avoid customer from embarrassing moments at the time of delivery.",8 May 2022
143,5.0,It's a good value for money device by one plus.,It's my first experience with one plus and has been good till now.  I am not a gamer. But for multimedia and casual photos the experience has been good. In hand field is good and software experience is nice without any bloatware. The Bahamas blue colour is exotic. Well optimised Ram management. Single speaker but is of good quality. Earpiece is loud and clear. Signal quality is good. Carrier aggregation is working fine. Haptic motor is good. Charger is simply amazing. 30 mins full charge. You can go for it provided you are not a hardcore gamer.,8 March 2022
144,2.0,It's average phone... Dont expect..,"It's an average phone, don't expect too much on this phone.Pros - Light weight, Battery will charge very fast.Cons - battery is not even come for a full day use. Camera quality is not great. Touch of 90 HZ also not that great.My view - Samsung M31s is better than with in this budget.. battery, Camera and all aspect. It's my earlier phone.",24 April 2022
145,5.0,Value for money,Pros:Battery lifeCamera clarity is goodSmoothSuitable for gamingGorilla glassCons:Android version 11 but not latest one 12Bit bulkyBattery life is good 4500MAH but still will get 5000mah for less price in onepluseHowever it's really worth for 24000 budget..,28 May 2022
146,4.0,"Phone overall upto the mark, good at this range","This is my first one plus phone,liked this product very much.Pros: battery back up,fast charging,display,good refresh rate,pages and apps loading very fast.One speaker but very great sound and good clarity over call.Camera is good but not best, definitely oppo Vivo lover will expect filter type photos from camera but in one plus this is still the pros that it gives the real image with no filter that keeps this phone aside from the fake photos of Vivo oppo real me.Verdict: Don't trust the YouTube reviews that proves that real me and mi is better than one plus on this range. Blindly buy this product and enjoy the smooth and stylish Phone.",5 June 2022
147,3.0,Not worthy pricing is very high than other brands but the efficiency is same like brand,"This is only brand nothing else. Not worthy, pricing is very high than other brands but the efficiency is same like generic brand.Camera quality not good and battery backup is only 8 hour.",10 March 2022
148,2.0,Don't get trapped by the Flagship brand name for low price tag,"Writing this review after using for 2 months.After you Samsung M51 for an year, thought of changing to OnePlus as it is one of the best flagship brand(I thought but it's not).Pros:1. Great looks2. Light weight3. Good displayCons:1. Buggy OS, seriously needs an update. Hangs a lot, many app crashes. Many apps doesn't preserve it's state once minimised.2. Camera over beautification3. Single speaker4. Battery life is hardly half day for normal usage. But good thing is super fast charging.5. Many basic default options are missing when Compared to Samsung like photo editing, collage, editing the values in calculator.",11 June 2022
149,4.0,Good decent buy!!!,"I bought this phone on the 1st day of launch without knowing what I am going to get from it. But after receiving the phone, I'm quite happy. The phone is fast, light & good in performance. The only drawback for me is that the battery charger doesn't holdup well. For someone who uses the phone only for work & internet, I have to charge twice daily. But it does charge in 15 mins! It's a good buy though!",8 March 2022
150,4.0,Overall nice phone,"Battery life is good, easily lasts a day for my usage, with frequent chat updates, some music playing, once or twice camera usage etc.Display quality, photo quality, sound quality are all above average.However, a bug that disappointed me is that the fingerprint sensor doesn't turn on even in always on display mode. And the bug is so bad, that almost always, the power button has to be pressed for unlocking the phone and at times even then, the fingerprint sensor doesn't give prompt and so the pin has to be entered. Pathetic, I'd say.Worse still is, as understood from the OnePlus community website, the bug is known to the developers, but they've been unable to bring an resolution to this issue till now.",22 April 2022
151,4.0,Good choice under 25K segment... you can go for it,"Mobile looks awesome and slim grip is good, camera is average, feel good in hand but back glass is still a problem in summer time as it looks very cheap when you see lots of finger prints on it with very less use.Every thing is fine but the best part is battery charging it just takes only 30-32 minutes to charge 100%Overall experience is good with this mobile.",12 April 2022
152,4.0,Overall a good phone wid decent camera,Phone is very slim and light weight having mirror look at backside.Camera quality is decent not so good for photography and 4k recording is also decent like 1080p recording.There is no heating issue with phone no lag still when I was using wifi with several apps open then it got stuck once when a call came but that's not happening frequently.Overall it's a nice phone with everything upto the mark and having decent camera and awesome speaker sound quality.,7 April 2022
153,1.0,Not upto the mark or the Brand!,"In comparison to many other phones in the same segment, this model does not come upto the mark. Starting on a full charge in the morning the battery drained very fast without any usage and by evening it was 50%. In Oppo, for instance, which was my earlier phone (unfortunately it was stolen), I could watch 2 to 3 films one after another and still the battery would last me the whole day for other heavy usage things. Apart from this the 1+ battery charges very slow. The screen size is smaller, there is half a centimetre gap at the bottom where the screen does not come down right to the edge of the phone. That screen gap irritates as does the time display where the first number is in red. Another irritant as the eyes misread it most of the time! Sound quality is shrill and not nice. Colour display is dull Camera and the pictures taken are ok.",4 May 2022
154,5.0,More than expectation,Overall good phoneCamera: very goodBattery: good (can be use 24 hrs after full charge)Charge: very good. Only 40-45 min will take.Very slimLooking goodDisplay fingerprint fast,1 March 2022
155,5.0,Worth for money,"The media could not be loaded.
                



 Mobile design is very nice . Low weight is superb . Only disadvantage is Android 12 is not available . Still it comes with Android 11 only",4 March 2022
156,5.0,Value for money product.,I have been using this phone for about a week now and i am totally impressed with the performance if it.Value for money phone incase of specs.Battery decent enough which last for a day being extensively used for calling and texting.Best part is the charging as dont have to worry as its charges within no time.,8 April 2022
157,5.0,Value for money phone with premium look,"I purchased before 2 day's, this phone is as per my expectations like classy look, processor is fast, battery backup is ok not upto the mark and camera quality is good...rest I will tell later after using one month.Value for money phone",27 February 2022
158,1.0,Waste of money,"Totally water of money.  Never recommend this product to any one. I Wi-Fi not working in mobile. Battery performance not upto the mark. I one just like naam bade Darshan chhote. Overall 1 star out of 5. If you are purchasing Rs 25k Mobile and not working Wi-Fi, how disgusting it is. Having 50mbps plan and getting only 1 mbps speed",30 May 2022
159,5.0,Excellent purchase at given price point🤩,Best phone for low budget buyers. Review after usage of more than amonth1. Front Camera decent enough.2. Rear camera is excellent.3. Processor is powerful and works smoothly whenever you are gaming.4. Excellent purchase of OnePlus for budget buyers.,2 May 2022
160,5.0,Speachless with__Superfast charging,Pros : 1. Indisplay fingerprint sensor.  2.100% charging in just 30 min  3. Stylish design  4. Decent camera quality  5. Oxygen OS layerCons: 1. Phone is getting little heat on continues useage.  2. No water proof IPX rating,2 March 2022
161,1.0,"Poor mobile exchange process, poor customer care support","I have opted for exchange of redmi note 5 pro for purchase of Nord 2 CE . At the time of exchange, delivery agent was ready to accept the exchange mobile phone. I logged in amazon app , proceeded for exchange verification but at the step of entering verification code, there was a message of updating latest version of app. After that I downloaded latest version of app but problem was not solved . Contacted several times to customer care several times in presence of delivery agent to help. Sometimes call got disconnected? Sometimes received answer to update the app which I already done. There was no  proper technical support but customer care executive insisting on cancel order in stead providing technical support. Finally I had to cancel order due to poor customer care support. Amazon's customer care really does not care about their customers. They don't want to give exchange deals in spite of good working phone. Just harass customers by the declaring lucrative exchange offers. Amazon technical support need improvement.",25 March 2022
162,1.0,Amazon is providing defective mobails.My one plus Nord ce2 phone came with problem in its camera.,Amazon is selling defective product. My one plus Nord ce2 had defect in its 64 megapixel camera. Blur is coming in the photo at up right corner.still they are not accepting return.,14 April 2022
163,3.0,Good phone with some connectivity and heating issues,"On good side,1.Phone's look and feel is good.2. Camera quality is also okay.3. Night photography is good.4. Design is also good.5. Fast charger is blessing. 100% in around 30 mins.On con side,1. phone has connectivity issues specially when using calling over wifi.2. Phone always feels warm. It seems lot of processes running in background. Or may be battery 🔋 is heating up .. not sure.3. I observed that phone gets warmer if we switch on eye comfort mode.4. Sound quality of speaker is also average.5. Battery life is average too. Lasts a day with very normal use. Not sure how fast it would drain if we play games on it.",20 March 2022
164,3.0,Apart from battery life everything is okay.,I've been using this phone for 10 days. Everything is decent in this phone but the battery life is not good.I think 25k is a lot for this phone. I personally think I wasted my money as I could get same kind of phone with same features in 15k.,7 May 2022
165,3.0,Not living up to the name of one plus,"One plus Nord is not up to three name of one plus. The software is little buggy. When a message is typed, the app gets swapped with another one suddenly. User would be stuck to know what had happened.  Fingerprint reader disappers sometimes when a call is in progress. The buttons on homescreen goes away while a call is in progress. There is no lift to wakeup option. Fingerprint reader under the display is really really inconvenient. Chrome tab gets closed with no default blank tab. The annoying privacy alerts when a video call happens, even after notification is turned off.",18 May 2022
166,5.0,Flagship phone under 25K 😍,"Everything is good on this phone 😊😍In hand feel is Awesome, Premium looks !!!Fingerprint sensor(3/5) is Very Good. But if you use Tempered glass you will feel a nanosecond lag.AMOLED display(5/5) is amazing and auto-brightness is working fine.Charging(5/5) is just to the next level, 100% charge in 20-25 minutes.Speaker(4/5) is Good, but dual Dolby speakers could be given at this prize.Processor is great, Oxygen OS is running smoothly with android 11 but 12 is needed.Camera is good but could be better at this price.WhatsApp is taking too much storage because it is storing the images and videos in their maximum quality which is not required. In my previous phone, the images were stored in 100-400 kb, but one plus is taking 1.4 - 2 MB for a single image which is toooo much.",6 March 2022
167,1.0,not meeting the expectations in the price segment,"I ordered this phone reading reviews online, but all is part of OnePlus marketing hype,1- camera quality is same as poco or most mi phone in 20k price segment2- battery charging superfast but draining the way a 200cc bike sucks the fuel.battery is the main issue ,",14 June 2022
168,4.0,Phone feature need to update,Phone is good but many feature is not upto mark.We can lock apps bit  cannot lock setting so no use of lock.Once you set calling sim as priority you cannot call from another sim from UI without chnage in setting.Many more all are software things not hardware issue.,16 June 2022
169,4.0,worth to buy at this price range,"MediaTek Dimensity 900 works ok and sometime faces little bit hanging issueCall of duty works smoothly with medium graphics settingFingerprint works very wellDevice have many 5g band supportRear camera quality is ok and selfy camera is goodBattery life is goodFast charger takes aprrox 35-40min to chargeBuild quality is good and also good lookingOxygenOS based on Android 11, no bloatware and clean UI",6 March 2022
170,5.0,I don't see anything wrong with it. It's just a good phone. Delivery was shite though!,"This was my first phone above 20k, and tbh, it's not bad. I'm not much of a phone user, except calls and messaging sometimes. And maybe stream some media and spotify mostly. But on average I register about 3-4 hours of use daily, so the battery life lasts me about a day and a half. Plus this is my first fast charging experience, so I'm happy with that. about 30 mins from 20% to a 100%. Not bad at all. Camera is good too. I won't use it much, but it's a nice feature regardless. everything works quite smooth and overall, a decent phone and quite sturdy too. Build quality is pretty damn good. My only gripe was the delivery. My first order apparently got misplaced by the incompetency of the delivery team. It roamed in my city for 4 days, and after a heated call with customer service, it was replaced with a new order immediately after. So no harm no foul!  Overall I'd give it 4.5 stars. It gets the job done fast, and comes with a boatload of features too.",6 April 2022
171,4.0,Good phone,"For the first time I buying Phones above 20k and on that basis I am writing this and also I am using this phone for a week, slim easy to carry, all of the features are great and the best part is the charger too fast. Thanks Amazon for fast delivery.",8 April 2022
172,2.0,Why it is called as trusted brand. Not up to the mark. Don't buy.,"As it is said to be trusted brand.I don't feel it really.Small small features are missing. Speed dial is not there which is available in nokia 1100 phone also. This is one example.I was POCO F1 user for 3 years. Not single time it got hanged. But this phone hanged 3 times in last 10 days. Black colour display come for 1 minute.Camera of POCO is 12 MP and this is 64 MP. STILL poco is best in zooming quality. Only point that camera captures colour in superb way than poco.Finger sensor is slower , unlock is slowerOnly point for me is good in this phone is fast charging which I don't know how many month of years remain same.And 2nd is dedicated slot for memoryThanks but don't go for this phone.",9 March 2022
173,3.0,Worst camera quality,Everything is fine in this phone but the build quality looks much cheaper and camera quality is worst then 10K phones and genuinely my older phone Realme 5 Pro gives much better picture quality then this phone. Previously I have used OnePlus X too and my experience was very good with that phone that's why I bought OnePlus phone again.,28 April 2022
174,4.0,Disappointment for Oneplus,"Model:One plus Nord CE 2 (grey) 6 GB , 128GBPrice:18000 after exchangeNot so smooth in operation. There is time lag unlike other flagship phones of same range. Moreover, the fingerprint reader is also lagging. Camera quality is good in daylight.Sometime, the phone get stuck for around 10 seconds.Best design and build quality.",13 April 2022
175,1.0,Connectivity problem,Having connectivity problem. Call snaps after sometime or the other side can't hear. I have changed SIM and Provider but the same problem happens. OnePlus is not doing anything.Amazon please replace the phone as i bought on the faith of your brand. I didn't buy it offline from store even when i was getting in same price because i value amazon more than brand store of OnePlus.,5 May 2022
176,1.0,Amazon cheating,"This model looks like oppo mobile every feature looks like oppo mobile that brand value of one plus already arised by oppo by this model..... don't buy this model better to go for 35k + models this phone have cheap body and we are paying money for Just Shak of brand.....one more important thing this Amazon cheating us don't buy in this app....this mobile over heats while using mobile data so I informed to Amazon customer service but they was not ready to replace or refund and simply said "" refund r replacement not apply for over heating"" they really chested me and I am regretting for choose Amazon to buy this mobile..... I am honestly saying don't buy in Amazon they are cheating us for their profits....",23 April 2022
