,Rating,Title,Review,Review_Date
116,1.0,System is hanging,While we r using multiple apps phone is hangingMain  problem for this phoneSorryPls don't select this,30 May 2022
117,2.0,Looks is Good product is Very Bad,Feeling sorry for myself by trusting one plus  it was my favourite !!! Not any more 🥺😡Worst phone ever 😡🤬🤬🤬🤬🤬🤬,6 June 2022
118,1.0,Never donot trust amazon,Never trust amazon my mobile was slowing down when I am playing game but the technician will say mobile is fine do not trust pleae,30 May 2022
119,5.0,Oneplus 10R,"I am using this phone from last one month. It's great phone. No heating issue even you are playing BGMI for more than 3 hour continue, Battery is good, camera also is good, display is awesome and for me Design is superb.",2 June 2022
120,1.0,Not value for money,"Cell phone have network issue ,as well as slow.And front camera quality is very very poor.",20 May 2022
121,3.0,Dont buy if you are looking for a quality camera,Never expected camera quality to be soo horrible from a one plus phone.Camera of cheaper phones are far better than this.,21 June 2022
122,3.0,Disappointed,Disappointed .... camera is not good,12 June 2022
123,5.0,One + hottie📱,"The media could not be loaded.
                



 Chrgng 15min full charge,camera quality good, best features nyc mobile",19 May 2022
124,5.0,The best phone in this segment,"The media could not be loaded.
                



 Battery and camera kept the legacy of one+",16 June 2022
125,1.0,MY PHONE NOT TAKING CHARGING,"maine apna phone aaj hi start kiya, morning charge kiya 90% tak charge hua or me 40% aane par dubara se charging kar rha hoon to bo charging nhi le rha hai....kya ho sakta hai pls suggest kare....THANKYOU",19 June 2022
126,5.0,Good one plus 10R,Smudge appearing,18 May 2022
127,1.0,You can not talk even 2 minutes continuously without voice disruption.,Call voice is noisy,12 June 2022
128,1.0,The battery runs very quickly,Battery drain issue,12 June 2022
129,1.0,Mony vestige,Battery,9 June 2022
130,4.0,Superb Phone and quality...,Superb Phone and quality...Camera 8/10Quality 9/10Processor 9/10Charging 9/10,27 May 2022
131,5.0,Good charger,Nice phone,9 June 2022
132,2.0,Over heating issue,Over heating issue,10 June 2022
133,4.0,Tremendous mobile,One of the best OnePlus mobiles i have ever used...love this truely...,15 May 2022
134,5.0,Good buy.... Value for money,Fan of OnePlus and it's awesome...10R you beauty,25 May 2022
135,5.0,Good buy in 37k,Pros:- Everything Good except some cons.Cons:- UI similar to my previous Realme ColourOS. Camera is not like One plus fame.,3 June 2022
136,4.0,Very hight price,Good but better to buy 9R,3 June 2022
137,5.0,Best phone in OnePlus.....,"Excellent phone in OnePlus ...best battery back up 5000 mah,super fast charging, processor is monster....best one to buy...",5 June 2022
138,5.0,Good,Excellent,5 June 2022
139,5.0,Value for money,In short I will say that it is the best phone,12 June 2022
140,5.0,Ultimate one. Full pesaa vasul item.,Bole to Jhakkaassssss.,15 May 2022
141,3.0,Price is more considering features,Price kept very high considering features. Should priced around 25000/- to 30000/-. Only fast charging helps us.,12 June 2022
142,1.0,The worst phone I have ever seen in oneplus,is totally bad mobile design is worst. Worst of money,21 May 2022
143,5.0,The phone is performing far better than expectations.,Everything about the phone is top notch. Must buy for those looking for the phone in this price range.,4 June 2022
144,5.0,Perfect mobile for Professional,No complaints about this….okay for me….and for my business….no issue with camera…and design…,22 May 2022
145,5.0,More value for money,Very good,19 June 2022
146,5.0,Nice,Value for Money,16 June 2022
147,4.0,Good,Good mid range phone. Good performance overall,28 May 2022
148,5.0,"Good Phone, But a bit oversized",Camera needs to be optimised,17 May 2022
149,5.0,One of the best phone from one plus❤️,Phone weight is the only downside of this device....feels and looks premium.camera is top notch.worthy device at 40k price tag,19 June 2022
150,5.0,Awesome,Best oneplus,12 May 2022
151,5.0,Excellent,On time delivery...phone is superb...,10 May 2022
152,2.0,Battery,"Other than the battery life, the phone is good...The battery drains almost as quick as the phone charges.",2 June 2022
153,4.0,i love this phone.,"Superb phone, But i just don't like the front camera result in day light.Other then this the phone is super good.",11 May 2022
154,5.0,Compact And Speed......!!!!!!💖❤️🔆,A Treasure 🙂......!!!!!!👍🎉💖❤️🔆🙂,10 June 2022
155,5.0,Best in budget,"I liked the camera quality , fast charging and the different modes it has inbuilt. Loved the one plus experience",12 June 2022
156,5.0,Very good phone in price of 35k,UI is so good and camera is not as expected and all other departments are so good...thq Amazon and OnePlus ♥️,27 May 2022
157,4.0,"Value for money, not bad...","Fast charging, while day battery backup",14 June 2022
158,5.0,Very nice mobile,"Smooth operation and very nice display, super performance",11 June 2022
159,4.0,Mast ahe re ghya,Mast ahe battery backup pn chan ahe camera tevda bekar ahe total oppo camera ahe,23 May 2022
160,5.0,Super speed,"Great speed , superfast charging.",17 May 2022
161,3.0,Don't bay this,West of many,16 June 2022
162,1.0,worrast  not worth 43000,not satisfy,14 May 2022
163,2.0,Worst battery life,The battery life is only 1 day and 65W charger is better than 80W,20 June 2022
164,5.0,Great one plus,Great phone…love this after one plus 7t 😍😃,5 June 2022
165,5.0,Nice,Nice,24 May 2022
166,5.0,Nice,good,19 June 2022
167,4.0,It's good phone value for money,,11 June 2022
168,5.0,As expected,It's really a amazing  as I expected  thanx Amazon oly delivery was a bit delayed,4 June 2022
169,5.0,Awsum purchase,Liked the performance,16 June 2022
170,5.0,Satisfied,Overall performance is good so far.,27 May 2022
171,5.0,Exallent superb mobile,Go for it blindly exallent no words no complaints,19 May 2022
172,3.0,Spikar,"The media could not be loaded.
                



 Kam nhi kar Raha hai",16 June 2022
173,5.0,Excellent one,value for money with complete package,16 June 2022
174,5.0,Perfect phone...slight heating problem..rest all good,Phone heats up a little bit rest all perfect about the phone,3 June 2022
175,5.0,GOOD PHONE BIT OVERPRICED THOUGH .,OVERPRICED BUT GOOD PHONE FAST CHARGING DECENT CAMERA .....,1 June 2022
176,5.0,Superb mobile ✌️✨🌟,Nice mobile 📲Happy userSoo happyBoom💥,15 May 2022
177,5.0,Fentastic mobile you can buy with out thinking,Fentastic mobile you can buy with out thinking *****,19 June 2022
178,5.0,"Good build quality, Trustable phone",Super fast charging and Amazing display. loved it.,15 May 2022
179,5.0,Brilliant phone all in one,Everything about this phone is superb,29 May 2022
180,4.0,Good,Good in use,7 June 2022
181,5.0,Money well spent,Better than all the phones in this segment,31 May 2022
182,5.0,Good,,21 May 2022
183,5.0,Worth of money,Nice one,9 June 2022
184,5.0,Go for it. Nice phone loved it,Good display / battery and performance.,14 June 2022
185,5.0,Awesome,Awesome,7 June 2022
186,5.0,Awesome phone,Awesome,9 June 2022
187,5.0,Good Looking & Performance. But headset should be filled in box.,Battery & charging is fine,6 June 2022
188,4.0,good but not the best,sound quality is not so good ....,23 May 2022
189,4.0,Overall it's good,,19 June 2022
190,1.0,"Disappointed with Oneplus, but more so with Amazon","I have been Oneplus user now for last 7 years and couldn't look beyond Oneplus brand even for my new phone. I used a Nokia feature phone for 15 days, after my Oneplus 7 broke into two pieces, to get my hands on Oneplus 10R. My first impression of the phone was that it felt quite bulky and heavy compared to other phones. The first one hour of phone usage was normal until I inserted the sim cards. Three major issues faced were:1. The network connectivity kept on flickering every 2nd second (That's how bad it is..!)2. The screen turns off in the middle of usage of phones (Typing, watching videos, surfing etc.) Looked like a buggy software to me.3. The phone took 1.5-2 hours to charge (80 watt model) as compared to their claims of a full charge in ~35 minutes..!I hoped that the update to 12.1 Oxygen OS will fix this, but it did solve neither of the problems.But major disappointment was from Amazon. I requested for a replacement after downloading the app and the app submitting the performance issues to Amazon. The Amazon representative raised the replacement request and the new phone was supposed to be delivered next day and they didn't. I had to travel to another city and this just made it more difficult. On the 3rd day, after multiple follow ups, another person from Amazon comes to check the phone and tells me that the replacement will be delivered same day in the evening. And guess what? Amazon cancelled the replacement itself. After complaints on twitter and their supervisors etc, they informed that I will be refunded the entire amount for the phone. 2 days to this and I'm still waiting for the phone to get picked up (and of course refund.!) In this entire 3 days process, Amazon team has lied on face regarding the cancelled replacement in chats as well as on Twitter...!Since I did not have any smart phone in the interim (and life without it is quite tough), I went to the service center who informed me that the software may not have been installed correctly in the beginning. They corrected it and it seems to be working ok so far for first 2 issues mentioned above but not the battery issue. They also have informed that if the issues persist, you can get the phone replaced from Oneplus.I still prefer this phone to be returned to Amazon and refunded fully.Update 1 (June 10) - After a month long fight with amazon to pick up my phone from the different city, I finally had to self return it. (Since they screwed up multiple times by not picking the phone up, they asked me to self return and refunded fully.)Update 2 (June 12) - I wanted a premium phone with latest processor under 40k and did not find good options in any other brand. (Do not trust the Xiomi and Realme of the world to give ad-free experience and clutter-free software, Samsung & Apple out of budget). So I again ordered a new Oneplus 10R. This time, it seems to be running smoothly. Black looks much better and feels more premium than green.",11 May 2022
191,1.0,The worst One Plus phone ever,"The worst phone from One Plus. Not recommended. Cheap Look and Design. Slow performance. Not worth for 39K. If you are exchanging any of your older phone, for sure you are going to miss your golden phone for a Bakwas phone. Try not to buy this phone.",10 May 2022
192,5.0,Good Budget Flagship,Nice PhonePros+Flat Display+Nice chipset+Battery and fast charging+DesignCons-average camera-slightly expensive,10 May 2022
193,1.0,ONEPLUS HAS LOST ITS ORIGINALITY,"One of the worst phone of OnePlus. It's more of Oppo stuff...The body is made of cheap plastic and for 40k range there is no X Factor. Addition to this, when i rcvd the phone the SIMs are not getting detected. On checking the IMEI number, it is reflecting as Null (screenshot attached)...This is a manufacturing defect that the device is not having an IMEI number. Total Chinese material. Coming to the battery..the phone gets fully charged in about 30 mins with 80 watt charger but the charger itself gets heat up like anything and after full charge also the battery supports for about 5-7 hrs only...With moderate use you have to charge the device minimum 2-3 times. Moreover, once i initiated the replacement for the same the procedure is cumbersome. First their technician will come and check the phone and after his approval the device will be returned and then the replacement will be initiated. It means I've to wait for another 7-10 days for this plastic box. There is no procedure to return the device with manufacturing defect...it can only be replaced. Total waste of money...avoid OnePlus and go for other brands providing same features and specs at 60% of the OnePlus rates. OnePlus devices henceforth are just rebranding of the other counterparts in the market. Don't buy this phone.. you'll regret it.",10 May 2022
194,1.0,Packing was blade cut by FE or related staff box was open it seems trying to theft the mobile,The media could not be loaded.,11 May 2022
195,1.0,Avoid avoid avoid,I used the one plus 5 for five years and have bought this one week back please avoid this phone at all costs very slow and not worth the price I am trying very hard to replace it in the one week Amazon window the technician came today agreed that there is a fault but wrote no fault in his report,12 May 2022
196,4.0,Good but not the best,Pros:-awesome display-good battery backup-takes 35 mins from 0 to 100% with 80W charger-good camera. Sample attached. Although expected better quality from oneplus. Hope camera will be optimised with future updates.-good performanceCons:-device does not look premium. but looks good if you use with case.-I have upgraded my oneplus 6T (OxygenOS 11.1 on android 11). But not happy with the the OS. Automatic call recording is missing. Oneplus needs to enhance OS for better user experience.I did not use alert slider much. So I don't have any issue with this.I donot play games much. So no heating issue with normal usage.Overall good but not the best. Hope oneplus will fix the camera and OS experience with its future updates.,11 May 2022
197,4.0,"Charging is Whoop, Light Weight, Configuration is great",The media could not be loaded.,18 May 2022
198,1.0,Worst camera quality - Adding additional makeup while taking photo.,Worst camera quality - Adding additional makeup while taking photo.  Also doing left and right swipe is not that much smooth compare to iphone  or SamsungWorst camera  looking for return if someone wants to purchse take from me,12 May 2022
199,2.0,I am a OnePlus fan but didn't like this phone,"I am a OnePlus fan & a very long time OnePlus phones user. But I didn't like this phone at all. UI & UX are not as good as older OnePlus phones. Some of the key features of OnePlus are missing too. Touch is slower. Changing & battery life are not as good as claimed. Overall, I do not feel that it is worth the price.",12 May 2022
200,5.0,Decent phone in this price range,Nice phone just bit bigger in size which I don't like..rest all is perfect.,10 May 2022
201,4.0,Overall a good phone.,"The media could not be loaded.
                



 Performance is superb, battery backup is also good. Charging is superfast. Awsome display.  Not tried different shots on camera but with the few clicks that I took it looks good.",10 May 2022
202,5.0,"A ""different"" OnePlus","Bought this phone in the inaugural sale. Been using it for 2 days now.Pros:1. Processor is great. Dimensity 8100 MAX works better than the Snapdragon 888 imo.2. Camera is very good, but nothing that you cannot find in phones in the range 25-30k3. Display is premium4. Design is different and very good according to me, but depends on personal taste.Cons:1. 5000 mAH battery but drains quickly although charging is pretty quick even with the 80W charger.2. No glass back, which would have made the phone look premium.3. No alert sliderThere were some issues that I saw in unboxing videos regarding refresh rate on apps like Instagram, but these have been fixed with an update already.Direct competitor of the Realme GT Neo 3, but I wanted a taste of OnePlus. In essence both phones are identical.",11 May 2022
203,1.0,Not a flagship level phone at this price range.,Front camera is not working well in low light and pictures got blurry in video call. Totally a bad product in terms of performance too.I didn't expect that from one plus.,13 May 2022
204,1.0,Not a premium phone,I am moving from OnePlus 5to this after 5yrs. And I am not even sure that it will survive for 2yrs.. poor camera selfie is too much whitesh.  No control on colour in main camera. Throwing every garbage pic..Plastic all around. On screen fingerprint is prone to error if screen get toomuch dust hand print. Feel cheated when I seen oppo and realme name tag internal system.Charging fast but discharge is also fast. Charger charge in 20 min but too bulky to carry around. Keeping OnePlus5 charge,15 May 2022
205,2.0,Not good as thought,Oneplus is losing its touch and need to leave oppo.Its over heating like hell andNo side silent buttonBattery wont stand long,11 May 2022
206,5.0,Good,"The media could not be loaded.
                



 Nice",10 May 2022
207,3.0,Average Buy....,I have been using this phone for about 5-6days now. It falls under good category. I say it is average. But not a flagship phone though!!Cons:Video- Slow motion mode has an issue. It flickers while using. Is it an issue with my phone or this an issue with one plus 10r am not sure... Camera is ok I would say. Not upto the expectations though it is 50megapixel.Sound quality is also average...Hoping that OnePlus team sets it right in their next updates.... Battery is very bad it drains too quickly... Charges quickly but drains as quickly as it charges too...,12 May 2022
208,3.0,Battery drains very fast,"It is true that battery charging is very fast but, it drains very fast. I have been using Oneplus 6, Oneplus 9R and battery is one of the strengths of this mobile phone. It is too disappointing to see the battery performance 10R 5G. Is it a generic problem? I am considering to go back replace item with Oneplus9 by returning this.",11 May 2022
209,2.0,Not a OnePlus flagship phone for sure,This phone is a disappointment at this price. Just by seeing the phone can say this is not up to the mark.Had an issue with microphone. Dealing with Amazon representatives to return the phone has been very difficult job. Amazon can do better than this.Literally had to speak with 8 people to make then understand what's the issue.They way Amazon gives certificate when asked for return whether phone is good or defective with an app is rediculous.How come an application take care of all the real world scenarios..At last A guy named Sanjay understood the issue and helped me process the return.,14 May 2022
210,2.0,Felt being cheated to with the camera quality at 43000 Rs.,"Camera quality is poor, comparison can be from Redmi's 6-7 k Rs phone.Redmi's 15-18k phone gives very good camera experience but this one being my first OnePlus phone disappointed big time on camera.Battery charging speed is good.Not a good buy at ""42000 Rs"" 😢",15 May 2022
211,1.0,Lines are displayed sometimes on screen & power button is automatically pressed.,"I am facing issues from the 5th day of purchase, lines are displayed sometimes on screen & power button is automatically pressed.Need to visit service center for this issue.No pickup facility available at my location for servicing the mobile.",18 May 2022
212,4.0,Happy with the purchase,"Gud phoneSmooth displayNo heating issue observedGud battery backupDecent camera....as it still required further updatesOverall gud phone, i preferred this over 9rt as 9rt has alot heating issue nd quick battery drain issue....",16 May 2022
213,1.0,"This is not OnePlus, it's oppo","The worst OnePlus phone ever, wasted my 43k on the bakwas phone, please don't buy this, I exchanged my OnePlus 6 for the trash",19 May 2022
214,1.0,Recieved defective item,"The media could not be loaded.
                



 The display near the selfie camera is blacked out...and asked for replacement",19 May 2022
215,5.0,"Battery drains really fast, while on a video call",,29 May 2022
216,5.0,The most beautiful OnePlus,"Look is amazing like an iPhone,fast and  great  in battery charging and good in draining .One of the major PBM im facing is that with company portal app by  Microsoft that my company uses  for official tools.Found some  bugs with Android 12 of OnePlus 10R.Hope, OnePlus will resolve it as earlier.",13 May 2022
217,2.0,Camera is not upto the mark,It's 40k phone but camera is like 20k phone.And there is no Dolby features. We could buy another best phone in 40k.,15 May 2022
218,1.0,"Not satisfactory , no music player , no port for wired earphone, not satisfied with camera","Hanging very much. Not satisfactory  as per cost.this is true as per cost feature are poor, not good quality camera",12 May 2022
219,3.0,Disappointed by 10R,"Cheap design, feel like plastic phone, display is average, so the Camera.With 38k on stake 10r is not worth.",11 May 2022
220,5.0,AWESOME ONEPLUS SMARTPHONE,AWESOME (ONEPLUS) SMARTPHONE IN BUDGET WHICH HAS(12 GB RAM AND 256 GB) PREETY COOL N SMOOTH ! N NICE TEXTURES BACKSIDE YOU SHOULD BUY THESE( ONEPLUS 10R 5G ) SMARTPHONE FOR SURE,12 May 2022
221,3.0,Not worth the money,"Reviewing this after using for couple weeks. Charging fast as expected, battery life pretty good. With full charge, it lasts a whole day with moderate usage.Camera not bad.No heating issue.However, the UI is bad, lots of features older OS/models had are missing. Some of the apps does not work properly.Sudio output is not good. Even the volume levels not good when connected to Bluetooth speaker.Doesn't auto connect to Bluetooth devices properly.Has issues with network connection dropping sometimes.Not much options to personalize.Definately not worth 43k.My old one+6 is much better than this.",28 May 2022
222,1.0,Pathetic camera,"Guys just go for some renowed brand, one plus phones quality is pathetic now, if you are looking for camera phone , just avoid one plus",15 May 2022
223,2.0,Not worth it buying.....,"Using since last 3 weeks,Pros1. Charging in 20 mins from 0 to 100Cons1. Everything in this phone for 43k apart from charging is con.This phone can be considered as 16k-20k phone, company didn't worked on UI, UX or any basic thing, they just get one software suitable to run hardware at bare minimum and left it.Sent feedback to company so many times about a lot of problems in almost every single aspect u touch  on this phone. Camera is not upto the mark, OIS doesnt work, snaps are over saturated, video comes blurry at highest possible settings with AI """" enabled.They have copied half of the things from realme UI that too those things works better in realme only and lags and feels shady on this phone.One more major issue is there on this phone is phone colors goes greyscale when we lower the brightness of the phone, u can suddenly feel that u might be using 10 year old nokia color phone after lowering the brightness of screen, cors will be faded, every black color will appear as grey and it will feel ugly as like as cheapest chinese phones.Ringtones may ring and stop ring and stop by itnself without changing any settings sometimes sometimes they goes smoothly.Company has just made this phone to looto people they has nothing to do with this phone and its users that is what i got after trying to their customer support too.Finding good deal to exchange this phone ASAP.Go with Google Pixel....",5 June 2022
224,1.0,"Not at all recommended... Waste of money, Not Good...","Very worst design & colour, very bad look.... USB cable missing, no proper response and solution from customer care, for using also worst experience...  if there were negative starts I would have suggested that... Don't go this ever... Waste of money. No return policy also this... Very very bad....",16 May 2022
225,5.0,Its really good but heating issue  ho rha h and cemra relly good bgmi grafics plz improved,"The media could not be loaded.
                



 I like one plus 10 r but bgmi grafics only high",10 May 2022
226,5.0,Best phone in one plus➕,Best,10 May 2022
227,3.0,Good Phone,"I have been using OnePlus 7 pro for more than 2years. It's way different from other OnePlus phones in all aspects. Though Oxygen OS 12 has some bugs, it is fluidy smooth. Camera is average not that best. Performance with all the specs OnePlus 10R provides is the best. Speakers are standard. Display is decent with the price range. No IP rating. Light weight phone. But definitely it's a good phone and  a worth upgrade. I like the flat design even though it is not a pocket friendly phone.Overall - 3.5/5",15 May 2022
228,1.0,Not worth the price. Don't buy.,"Not worth a penny more than 25k.PROS1. Display is decent.2. Charging speed is decent.CONS1. Processor. I can assure you it's not as good as snapdragon.2. Battery life is very bad. Drains very quick within half a day. THIS IS A HUGE CON.3. Heating issues. Honestly didn't expect from Oneplus. But unfortunately it's a OPPO rebranded phone so no wonder it has heating issues.4. No alert slider.5. Touch sensitivity is not as good as the price range. Touch lags often.Definitely not worth the price, don't buy.I'm using iqoo3 (snapdragon 865) for past 2 and half years. As of today it still performs far better than 10R.Other than the display, nothing in 10R is better than iqoo3.",9 June 2022
229,1.0,Really bad experience,"PHONE DISPLAY GONE IN A DAY AFTER I PURCHASED, REALLY BAD EXPERIENCE.",13 May 2022
230,5.0,Awesome Phone . Charger 150 watt vary Faster. Beat product.,Awesome Phone . Charger 150 watt vary Faster.,10 May 2022
231,5.0,Awesome device,"This is a great device. I am using this from last 10 days and the feel is very good. I am looking for a squarer designed phone like we used to have in old iphones and the latest iPhone 13. I don't like the round edging devices but recently no other device comes with flat and square design, and when I saw this phone I fall in love with its design. Here are the pros:1. Great and different design.2. Awesome screen quality with 120 hertz.3. Great battery life and charging. It took 35 to 40 min for me to charge from 0 to 100 using 80 watt charger.4. Super smooth OS and no bloatware.5. Great haptic response.",22 May 2022
232,1.0,Battery 🔋 drains very fast,"Battery 🔋 drains very fast , after spending this amount I'm very disappointed as the battery comes from 100-20 percent in a matter of 12 hours (without any gaming & videos). Pathetic phone.",18 May 2022
233,1.0,"After spending 38999 INR for a phone , just sitting without any connectivity. Phone is hang.","I was using One Plus 7 phone for the last 2 years , however that was broken and so I purchased One Plus 10R 5G 3 days back.On the day 1 , just within 12 hrs of set up completion and full charging , phone got hanged, cannot even restart or Power off.Very bad and dissatisfied , not value for money at all.",17 June 2022
234,1.0,Every thing is poor quality,"There is many problem to use the phonesI.eVery heat problemEvery time it's searched networkDuring using of phone it's generated very heat,hang problemsAur to aur jb heat hota hai to display automatic hilne lag jaati hKoi function kaam nahi krtaCamera setting jaisi use krne ke liye dikhaai gai vaisa kuchh nai haiBilkul normal cameraIsse accha to mi ka koi bhi 20 k ki range ka mobile Lelo vo mst chalta haiVery discounted bs dekhne me accha hai",11 June 2022
235,5.0,Light weight and rich look mobile,It's very light weight phone and looks wise also very good. After using more than 15 days few edits. Charging is very fast without any heating issue. I am using my phone for moderate use ( not playing games but watching movies and YouTube videos) charging last upto one whole day. I am charging it only onetime and battery will last full day. Camera resolution is verygood . I hope this will help to decide whether want to purchase this phone or not. My suggestion is you can go for it 🙂,14 May 2022
236,4.0,Good battery and fast changing.,Pros:- Great battery 🔋 Fast charging.- Good performance. Didn't find any heating issues while playing games or using camera for longer duration.Cons:- Average camera- Doesn't feel like a premium phone for this price.- No alert slider or audio jack.,12 May 2022
237,1.0,Major issue does not support enterprise solutions,Camera quality not very good touch also seems not so smooth and most worst thing it does not support Android enterprise so not able to use outlook and teams,16 June 2022
238,5.0,Good phone,Review after Using almost 1 week.Pro-charging very fastCamaraTough and hardFeaturesEtc..ConsSlightly expensive in the rangeBit bigger in hand. (It's depand person to person),12 May 2022
239,5.0,Good Phone for long term,"Good PhonePros:Great display, best battery backup( two days for me after reducing refresh rate and disabling few features and some settings), bloatfree Oxygen OS 12, very fast charging, no heating at all while watching video etc..., Good back covercase; no need to purchase outside. Three major android updates and four years security patching.Cons:Slightly bigger on hands 6.7 inch.Overall very nice phone for long term, I moved from IPhone SE 2016 to OnePlus 10R",18 June 2022
240,5.0,One plus 10R best phone at the moment.,"Based on the looks OnePlus 10R is a little wired but this phone has good specs and it can give a good performance!First, the 120 Hz Fluid OLED display is amazing because OLED is the best display in other devices too, also it gives the best quality viewing which doesn't strain the eyes like the LCD displays. The Dimensity 8100-MAX CPU is as good .it will give a smooth and good performance when it comes to apps, gaming, entertainment, etc, and also good for battery life because the phone will be smooth and don't struggle so the battery will not drain fast! A 4500 mAh Battery is a beast that will give enough power for more than 1.5 days, this battery is great and an 150W SUPERVOOC charger will charge the phone in 30 mins! and 150W charger is for 4500 mAh battery. One of the main specs of the phone is the Storage which is as usual 12GB Ram with 256GB storage, this is amazing & very effective. The Camera is great in OnePlus phones and in this model, it is better with the sony sensor and 16MP Front Camera, 50MP main camera, Ultra wide-angle with 8MP, and Marco Lens is included with 2MP  The In-display Fingerprint Sensor is great and it is added as usual for a flagship phone, Dual Stereo Speakers are also a plus for listening to music and watching videos. Overall for a price starting at 42K this phone is a good value for money compared to other flagship phones! The back of the phone looks wired as I said so I might put on the skin",26 May 2022
241,1.0,"Build looks cheap for a OnePlus, No Toggle switch / alert slider?????? Otherwise Great performance!","Build looks cheap for a OnePlus, No Toggle switch / alert slider??????You remove the one good thing about the phone????? Why??????Otherwise Great performance! Fast and all the other frills. REPEAT CHEAP BUILD QUALITY!",1 June 2022
242,5.0,Terrific purchase,"Thanks to Amazon got the mobile in next day delivery. And thr phone is butterly smooth without a doubt.Pros-8100 chipset works great and it can withstand any heavy load.No ads with the Oxygen OSRear camera is good and captues great images150W charging is a beast, charges the mobile fully in 10-15 minsBattery lasts easily for 1 whole day with heavy to medium usage120HZ screen is fabulous and screen viewing is great while watching Netflix or Prime videoCons-Front camera is a bit snappy(hoping could be fixed with updates)Charger is twice or thrice the weight of the mobileOffice users may face issues while setting up Work profile with Intune (bcoz of Android 12, its a know bug with Oneplus 9Pro and above, hoping for an update for fix)",15 May 2022
243,5.0,Super speed charging and great phone,Great phone..love this one..super speed charging and thermal performance is also good .no more worries about charger..30 mins enough for a day,11 May 2022
244,1.0,Don't buy,This phone is made for people who love to keep their phone docked to the charger. It's battery life is worse than my last phone which was a One Plus only 6T to be precise. Just after using this phone for less than 48 hrs I am regretting my decision to buy this pathetic phone.,30 May 2022
245,3.0,battery is getting drained quickly,"I bought a 12GB and 150 watts charger variant. and after using it for more than 3 days, this is what I feel.the battery is getting drained quickly. Every day one has to charge, provided you are not addicted to the phone. your screen time is less. Otherwise one has to charge twice a day. Overall, the phone is good to have at this price range. If you have little extra money, I would recommend iPhone 13.",25 May 2022
246,4.0,It's an average buy,"The phone looks good and the performance is also good, it does heat up a bit at the time of charging else it's fine.ProsGood cameraSuper speed chargingLight weightNo to minimal heatup (p.s I don't play games)Sound quality is good.ConsBattery back up is not that great, but it's works for 24 hours with moderate usage and hotspot on for atleast 6 hours.I think the price should be a bit less, given the quality of body material being used.Rest the phone runs fine.",8 June 2022
247,5.0,Great investment,I have had this phone for a week and I just have praises. Excellent battery backup and charging time. Features are great and easy to use. Face and finger print unlock is seamless. Connectivity is amazing. I love the design and cuts. It's a little heavy than what I expected but that's definitely not a show stopper. Over all a definite model to go for.,17 May 2022
248,4.0,Overall good product is this,It is good in every field battery and speed also good and no in built app is on this device that is very good and many more I love this phone thanking you Amazon..,28 May 2022
249,4.0,Light weight....n good looks,Camera is really not good....if u want a camera phone then do not go ahead. . . otherwise it is better deal ....light weight...good looking ....nice features....,14 May 2022
250,2.0,Battery draining fast,Phone battery drains fast.,15 May 2022
251,1.0,Battery,Battery discharge very quickly.. heating issue,12 May 2022
252,4.0,"Lag issue for biometric when we open apps,I used oneplus7 earlier, which is good than this","Lag issue for biometric when we open apps,I used oneplus7, OnePlus 5 earlier, which is good than thisThe charger is getting heat , overall 100% it is taking 20 mins -this is good",14 May 2022
253,1.0,LowQuality build up,Plastic product and you can not feel that you are having a valuable product,11 June 2022
254,1.0,I want to return the Product but no answer from Amazon,"The Product is totally non user friendly, l m trying to return & get my refund but Amazon is not respondind to my complaints.",22 May 2022
255,2.0,Not a OnePlus kinda phone,"Upgraded from one plus 7 to this, i miss my old phone. This one is ok, but not impressive in terms of look, feel, size and battery backup.",2 June 2022
256,5.0,Repeat happy customer #Oneplus,"This is my second OnePlus device after OnePlus 7t. The only reason I have changed my device is to have a better battery. And new OnePlus 10R suffice my need. It has a very good battery and after a full day usage of calls with video playback time of around 2 hrs battery 🔋% in the evening shows around 42 -46 %. Good screen, good cameras and the phone is lightweight due to non-metal body... Loving it",21 June 2022
257,4.0,A very decent phone from One Plus,"One plus removed the Alert Slider from this phone which I think is a big minus. As per performance, its not as powerful as Snapdragon 888 chipset. Also the BGMI games are not totally optimized in the phone. Here comes the charging part, its unbelievably one of the fastest charging phone without any heat issue which I really liked about it. The camera is pretty good in daylight than night time. I also like the look & finish of the phone. I bought the phone(12GB-80watt charger) in 43K but I think it could have been little cheaper. For my daily acivities in the phone overally its doing great in OS12.1 till now.",2 June 2022
258,4.0,Good Phone but Alexa Handsfree not working,"Overall good phone, lite weight but Alexa handsfree setup not working for me..Performance wise good, display is good, Full charge takes 30 Min.",11 May 2022
259,2.0,If you love taking pictures then definitely this phone will bore you to death,"Second one is screenshoot...in 2.7 x zoom,the image is all distorted....In term of camera it failed desperately",12 June 2022
260,1.0,Phone hanging problem while scrolling up or down,"While Scrolling up or down its hanging at every second , like on facebook when we see the post the doing scrolling down then then it's hanging and even playing any video on facebook it's hanging. As per my experience it's UI problem. So I have this bad experience",12 June 2022
261,1.0,Worst phone ever,quality of this phone is so cheap .there is overheating issue in this phone .low quality plasctic in back it will heat a lot it feels like plastic will melt sometime,20 May 2022
262,4.0,Could have been better!,"Having it using it for quite some weeks now. Charging, performance all are good. But yes, looks and camera could have been a lot better as the price is a hefty one. Would rate 3.5/5 overall.",21 May 2022
